time,can0_MO_Gangposition [],can0_MO_Kuppl_schalter []
0.0,2,0
0.10000991821289062,2,0
0.2000570297241211,2,0
0.3001730442047119,2,0
0.34050512313842773,2,0
0.34937000274658203,2,0
0.44994091987609863,2,0
0.5503790378570557,2,0
0.6501851081848145,2,0
0.7504129409790039,2,0
0.8199939727783203,2,0
0.9199910163879395,2,0
1.0198760032653809,2,0
1.1200110912322998,2,0
1.2092630863189697,1,0
1.3103830814361572,1,0
1.4102530479431152,1,0
1.5103790760040283,1,0
1.6111390590667725,1,0
1.7113850116729736,1,0
1.8112602233886719,1,0
1.9115040302276611,1,0
2.0113792419433594,1,0
2.112138271331787,1,0
2.210391044616699,1,0
2.312000036239624,1,0
2.410521984100342,1,0
2.5105130672454834,1,0
2.610551118850708,1,0
2.711754322052002,1,0
2.810500144958496,1,0
2.9115371704101562,1,0
2.969508171081543,1,0
3.0696351528167725,1,0
3.109624147415161,1,0
3.2105519771575928,1,0
3.310699939727783,1,0
3.410703182220459,1,0
3.5106661319732666,1,0
3.6111299991607666,1,0
3.712264060974121,1,0
3.8111772537231445,1,0
3.91188907623291,1,0
3.999551296234131,1,0
4.1011292934417725,1,0
4.200567007064819,1,0
4.290374040603638,0,0
4.391391277313232,0,0
4.490119218826294,0,0
4.59101414680481,0,0
4.6911232471466064,0,0
4.79092812538147,0,0
4.869636058807373,1,0
4.970547199249268,1,0
5.070723056793213,1,0
5.1705162525177,1,0
5.272020101547241,1,0
5.370503187179565,1,0
5.470759153366089,1,0
5.5709240436553955,1,0
5.670815944671631,1,0
5.77064323425293,1,0
5.8710150718688965,1,0
5.970511198043823,1,0
6.070781230926514,1,0
6.08980131149292,1,0
6.191012144088745,1,0
6.290379047393799,1,0
6.39075493812561,1,0
6.490762233734131,1,0
6.509748220443726,1,0
6.550126075744629,1,0
6.650629043579102,1,0
6.750806093215942,1,0
6.850707292556763,1,0
6.950766086578369,1,0
7.050629138946533,1,0
7.150750160217285,1,0
7.250630140304565,1,0
7.350751161575317,1,0
7.450632095336914,1,0
7.550760269165039,1,0
7.651259183883667,1,0
7.750878095626831,1,0
7.850557088851929,1,0
7.950762033462524,1,0
8.050634145736694,1,0
8.150627136230469,1,0
8.25051212310791,1,0
8.35077714920044,1,0
8.400123119354248,1,0
8.40962815284729,1,0
8.510938167572021,1,0
8.610701084136963,1,0
8.71226692199707,1,0
8.72001600265503,1,0
8.789921045303345,0,0
8.890628099441528,0,0
8.990886211395264,0,0
9.091013193130493,0,0
9.190922260284424,0,0
9.291632175445557,0,0
9.371262073516846,1,0
9.470922946929932,1,0
9.570827007293701,1,0
9.67101001739502,1,0
9.770762920379639,1,0
9.871017217636108,1,0
9.970893144607544,1,0
10.070894002914429,1,0
10.170939207077026,1,0
10.271002054214478,1,0
10.37079119682312,1,0
10.471008062362671,1,0
10.572510242462158,1,0
10.671051979064941,1,0
10.770920276641846,1,0
10.87105917930603,1,0
10.971387147903442,1,0
11.07087516784668,1,0
11.170749187469482,1,0
11.209818124771118,1,1
11.311637878417969,1,1
11.410913944244385,1,1
11.511873006820679,1,1
11.611753940582275,1,1
11.712001085281372,1,1
11.811924934387207,1,1
11.911058187484741,1,1
12.01238489151001,1,1
12.113371133804321,1,1
12.212507009506226,1,1
12.311069250106812,1,1
12.410927057266235,1,1
12.511193037033081,1,1
12.612502098083496,1,1
12.711884021759033,1,1
12.812777280807495,1,1
12.913010120391846,1,1
13.011014223098755,1,1
13.111292123794556,1,1
13.212512016296387,1,1
13.312631130218506,1,1
13.411431074142456,1,1
13.51117992401123,1,1
13.612756252288818,1,1
13.713748216629028,1,1
13.812756299972534,1,1
13.913757085800171,1,1
13.951761245727539,1,0
14.05101203918457,1,0
14.100926160812378,1,0
14.202015161514282,1,0
14.302257061004639,1,0
14.400757074356079,1,0
14.501130104064941,1,0
14.600628137588501,1,0
14.700623035430908,1,0
14.800645112991333,1,0
14.902132272720337,1,0
15.000892162322998,1,0
15.04030728340149,2,0
15.141258955001831,2,0
15.241381168365479,2,0
15.342241048812866,2,0
15.441378116607666,2,0
15.541512250900269,2,0
15.64237904548645,2,0
15.741379022598267,2,0
15.810276985168457,2,1
15.91226315498352,2,1
16.0112521648407,2,1
16.11212730407715,2,1
16.211145162582397,2,1
16.3112690448761,2,1
16.411427974700928,2,1
16.512636184692383,2,1
16.611180067062378,2,1
16.71126127243042,2,1
16.811191082000732,2,1
16.91130018234253,2,1
17.011160135269165,2,1
17.111309051513672,2,1
17.211284160614014,2,1
17.311383962631226,2,1
17.41129422187805,2,1
17.51124906539917,2,1
17.6114239692688,2,1
17.711311101913452,2,1
17.811129093170166,2,1
17.911156177520752,2,1
18.011133193969727,2,1
18.111284971237183,2,1
18.21124005317688,2,1
18.311358213424683,2,1
18.41118311882019,2,1
18.511296033859253,2,1
18.611135244369507,2,1
18.711294174194336,2,1
18.812880039215088,2,1
18.911262273788452,2,1
19.01128315925598,2,1
19.111379146575928,2,1
19.211260080337524,2,1
19.312891006469727,2,1
19.411256074905396,2,1
19.511044025421143,2,1
19.611293077468872,2,1
19.712061166763306,2,1
19.8113911151886,2,1
19.911391973495483,2,1
20.01312828063965,2,1
20.111541032791138,2,1
20.211182117462158,2,1
20.311422109603882,2,1
20.412128925323486,2,1
20.51141595840454,2,1
20.611764192581177,2,1
20.712764024734497,2,1
20.8112850189209,2,1
20.91143012046814,2,1
21.012884855270386,2,1
21.113145112991333,2,1
21.21214199066162,2,1
21.3123881816864,2,1
21.411911249160767,2,1
21.512137174606323,2,1
21.612380027770996,2,1
21.71168613433838,2,1
21.811506271362305,2,1
21.911513090133667,2,1
22.01313805580139,2,1
22.111541986465454,2,1
22.21276307106018,2,1
22.31326198577881,2,1
22.412882089614868,2,1
22.511491060256958,2,1
22.611284255981445,2,1
22.712268114089966,2,1
22.811500072479248,2,1
22.910913944244385,2,0
23.011380195617676,2,0
23.061166048049927,2,0
23.161452054977417,2,0
23.261048078536987,2,0
23.36212921142578,2,0
23.461326122283936,2,0
23.562510013580322,2,0
23.661547899246216,2,0
23.71150517463684,3,0
23.81143021583557,3,0
23.91228199005127,3,0
24.011311054229736,3,0
24.112253189086914,3,0
24.211250066757202,3,0
24.312509059906006,3,0
24.41239023208618,3,0
24.51149606704712,4,0
24.612280130386353,4,0
24.71250009536743,4,0
24.811661958694458,4,0
24.912628173828125,4,0
24.96130394935608,5,0
25.062133073806763,5,0
25.1106960773468,5,0
25.161033153533936,5,0
25.262012243270874,5,0
25.36188006401062,5,0
25.46178913116455,5,0
25.56116509437561,5,0
25.661545991897583,5,0
25.761425018310547,5,0
25.861428260803223,5,0
25.96129822731018,5,0
26.010512113571167,4,0
26.111589193344116,4,0
26.211536169052124,4,0
26.311636924743652,4,0
26.411421060562134,4,0
26.51204800605774,4,0
26.612008094787598,4,0
26.71168088912964,4,0
26.8123881816864,4,0
26.912642002105713,4,0
27.01327109336853,4,0
27.112009286880493,4,0
27.212016105651855,4,0
27.311763286590576,4,0
27.41125798225403,3,0
27.511879205703735,3,0
27.611377239227295,3,0
27.711754322052002,3,0
27.8115291595459,3,0
27.891000032424927,3,0
27.992146253585815,3,0
28.09212899208069,3,0
28.19213628768921,3,0
28.2915141582489,3,0
28.301374197006226,3,0
28.401414155960083,3,0
28.501918077468872,3,0
28.601691007614136,3,0
28.65074920654297,2,0
28.751888036727905,2,0
28.85188126564026,2,0
28.951754331588745,2,0
29.05162811279297,2,0
29.151759147644043,2,0
29.251631021499634,2,0
29.352265119552612,2,0
29.451637029647827,2,0
29.55175805091858,2,0
29.611252307891846,2,1
29.712168216705322,2,1
29.81193518638611,2,1
29.91192102432251,2,1
30.01275897026062,2,1
30.112534999847412,2,1
30.211755990982056,2,1
30.31189513206482,2,1
30.412758111953735,2,1
30.512052297592163,2,1
30.612016201019287,2,1
30.712387084960938,2,1
30.812042236328125,2,1
30.912756204605103,2,1
31.01189112663269,2,1
31.112799167633057,2,1
31.213130950927734,2,1
31.31243896484375,2,1
31.412269115447998,2,1
31.512766122817993,2,1
31.61181616783142,2,1
31.71214008331299,2,1
31.812888145446777,2,1
31.912007093429565,2,1
32.01200604438782,2,1
32.11201095581055,2,1
32.213500022888184,2,1
32.31300902366638,2,1
32.412044048309326,2,1
32.513264179229736,2,1
32.61189126968384,2,1
32.713006019592285,2,1
32.81226325035095,2,1
32.91299915313721,2,1
33.012304067611694,2,1
33.11325001716614,2,1
33.21251130104065,2,1
33.313260078430176,2,1
33.4132661819458,2,1
33.51464009284973,2,1
33.61525297164917,2,1
33.712507009506226,2,1
33.81288409233093,2,1
33.912631034851074,2,1
34.01350116729736,2,1
34.112504959106445,2,1
34.21226525306702,2,1
34.31238603591919,2,1
34.41226100921631,2,1
34.47137713432312,2,0
34.572195053100586,2,0
34.58163619041443,2,0
34.681663274765015,2,0
34.781684160232544,2,0
34.8827691078186,2,0
34.94151711463928,2,0
35.0418221950531,2,0
35.121623039245605,3,0
35.22164225578308,3,0
35.32181406021118,3,0
35.413127183914185,3,1
35.51201105117798,3,1
35.612189054489136,3,1
35.71325898170471,3,1
35.812138080596924,3,1
35.912392139434814,3,1
36.01326107978821,3,1
36.11225700378418,3,1
36.213133096694946,3,1
36.31231212615967,3,1
36.41339111328125,3,1
36.51228904724121,3,1
36.61314010620117,3,1
36.7132670879364,3,1
36.813514947891235,3,1
36.912395000457764,3,1
37.01313924789429,3,1
37.11350607872009,3,1
37.21325993537903,3,1
37.3132541179657,3,1
37.41312623023987,3,1
37.51339626312256,3,1
37.61352014541626,3,1
37.713391065597534,3,1
37.8121280670166,3,1
37.91326904296875,3,1
38.013641119003296,3,1
38.11326217651367,3,1
38.21214509010315,3,1
38.31376624107361,3,1
38.41313815116882,3,1
38.512251138687134,3,1
38.6121289730072,3,1
38.71338105201721,3,1
38.81588125228882,3,1
38.91237711906433,3,1
39.01363706588745,3,1
39.11326217651367,3,1
39.21363306045532,3,1
39.3125422000885,3,1
39.4138879776001,3,1
39.51351022720337,3,1
39.616008281707764,3,1
39.71242809295654,3,1
39.81388998031616,3,1
39.912381172180176,3,1
40.013389110565186,3,1
40.11389422416687,3,1
40.21242690086365,3,1
40.313637018203735,3,1
40.41362810134888,3,1
40.51250910758972,3,1
40.61242628097534,3,1
40.71338510513306,3,1
40.812435150146484,3,1
40.91338801383972,3,1
41.01325011253357,3,1
41.11338806152344,3,1
41.212759017944336,3,1
41.313257932662964,3,1
41.41217398643494,3,1
41.51213312149048,3,1
41.612123012542725,3,1
41.71339416503906,3,1
41.812885999679565,3,1
41.91280722618103,3,1
42.01263618469238,3,1
42.11351227760315,3,1
42.21225905418396,3,1
42.313640117645264,3,1
42.412312030792236,3,1
42.513636112213135,3,1
42.613394260406494,3,1
42.713640213012695,3,1
42.814626932144165,3,1
42.913524866104126,3,1
43.01268124580383,3,1
43.11413502693176,3,1
43.21351504325867,3,1
43.31351399421692,3,1
43.41438007354736,3,1
43.51363205909729,3,1
43.61250400543213,3,1
43.71638607978821,3,1
43.813756227493286,3,1
43.91362905502319,3,1
44.01251292228699,3,1
44.11363196372986,3,1
44.21259689331055,3,1
44.312633991241455,3,1
44.41255211830139,3,1
44.51254320144653,3,1
44.61400508880615,3,1
44.71375918388367,3,1
44.81241011619568,3,1
44.91362905502319,3,1
45.013503313064575,3,1
45.112553119659424,3,1
45.212536096572876,3,1
45.31351327896118,3,1
45.412538051605225,3,1
45.51363706588745,3,1
45.613503217697144,3,1
45.71363711357117,3,1
45.81367802619934,3,1
45.91362714767456,3,1
46.01317024230957,3,1
46.11375308036804,3,1
46.21370220184326,3,1
46.31363296508789,3,1
46.41363501548767,3,1
46.513755083084106,3,1
46.613632917404175,3,1
46.71375298500061,3,1
46.81362819671631,3,1
46.913758277893066,3,1
47.01363205909729,3,1
47.113755226135254,3,1
47.21363115310669,3,1
47.314258098602295,3,1
47.41363596916199,3,1
47.513758182525635,3,1
47.61375713348389,3,1
47.71363711357117,3,1
47.81370520591736,3,1
47.91375398635864,3,1
48.01255798339844,3,1
48.11363124847412,3,1
48.212629079818726,3,1
48.31426024436951,3,1
48.41268706321716,3,1
48.513753175735474,3,1
48.612632036209106,3,1
48.713757276535034,3,1
48.81266188621521,3,1
48.91375207901001,3,1
49.01363015174866,3,1
49.11387896537781,3,1
49.21375608444214,3,1
49.3137891292572,3,1
49.41387891769409,3,1
49.513880014419556,3,1
49.61375617980957,3,1
49.713874101638794,3,1
49.81375312805176,3,1
49.914013147354126,3,1
50.01387691497803,3,1
50.114015102386475,3,1
50.213884115219116,3,1
50.314006090164185,3,1
50.41375923156738,3,1
50.513880014419556,3,1
50.6130690574646,3,1
50.71317005157471,3,1
50.813276052474976,3,1
50.91342306137085,3,1
51.01351809501648,3,1
51.11376929283142,3,1
51.2142550945282,3,1
51.31389784812927,3,1
51.41400909423828,3,1
51.51413702964783,3,1
51.61325812339783,3,1
51.71437907218933,3,1
51.81353807449341,3,1
51.91364812850952,3,1
52.013761043548584,3,1
52.11388111114502,3,1
52.21276307106018,3,1
52.313008069992065,3,1
52.41400694847107,3,1
52.513896226882935,3,1
52.614142179489136,3,1
52.713990211486816,3,1
52.81400489807129,3,1
52.91413116455078,3,1
53.01387691497803,3,1
53.11301612854004,3,1
53.21388792991638,3,1
53.31413388252258,3,1
53.41401219367981,3,1
53.513144969940186,3,1
53.613882064819336,3,1
53.71400809288025,3,1
53.81400489807129,3,1
53.91413116455078,3,1
54.014137983322144,3,1
54.11413908004761,3,1
54.213183879852295,3,1
54.31388711929321,3,1
54.413021087646484,3,1
54.5137619972229,3,1
54.61288595199585,3,1
54.71351385116577,3,1
54.81291627883911,3,1
54.913392066955566,3,1
55.014132261276245,3,1
55.11318230628967,3,1
55.21387696266174,3,1
55.31500315666199,3,1
55.412927865982056,3,1
55.513761043548584,3,1
55.61402106285095,3,1
55.713568925857544,3,1
55.81399393081665,3,1
55.91341304779053,3,1
56.01400709152222,3,1
56.11426401138306,3,1
56.21412205696106,3,1
56.31426501274109,3,1
56.41400408744812,3,1
56.51400589942932,3,1
56.61400508880615,3,1
56.715028285980225,3,1
56.81410026550293,3,1
56.91404628753662,3,1
57.01400709152222,3,1
57.11400508880615,3,1
57.21400594711304,3,1
57.314008951187134,3,1
57.414064168930054,3,1
57.51400709152222,3,1
57.61415219306946,3,1
57.71401309967041,3,1
57.81404209136963,3,1
57.91400909423828,3,1
58.01401901245117,3,1
58.114116191864014,3,1
58.21400690078735,3,1
58.314129114151,3,1
58.41316294670105,3,1
58.5141339302063,3,1
58.61510920524597,3,1
58.714133977890015,3,1
58.8131639957428,3,1
58.91414213180542,3,1
59.01387691497803,3,1
59.11414122581482,3,1
59.21413707733154,3,1
59.31612730026245,3,1
59.41402220726013,3,1
59.514177083969116,3,1
59.61391997337341,3,1
59.71393823623657,3,1
59.81404995918274,3,1
59.91388010978699,3,1
60.0139901638031,3,1
60.11402416229248,3,1
60.21400690078735,3,1
60.31404900550842,3,1
60.41407513618469,3,1
60.51400709152222,3,1
60.61401605606079,3,1
60.7150182723999,3,1
60.81406092643738,3,1
60.9140191078186,3,1
61.01401424407959,3,1
61.11405611038208,3,1
61.21401596069336,3,1
61.31405997276306,3,1
61.324037075042725,3,1
61.3843948841095,3,1
61.48413109779358,3,1
61.58414006233215,3,1
61.6842679977417,3,1
61.784013986587524,3,1
61.88413095474243,3,1
61.95299816131592,3,0
62.05293321609497,3,0
62.093034982681274,3,0
62.1938750743866,3,0
62.29412508010864,3,0
62.363221883773804,4,0
62.46400809288025,4,0
62.56401205062866,4,0
62.664135217666626,4,0
62.764005184173584,4,0
62.864137172698975,4,0
62.964006185531616,4,0
63.02315902709961,4,0
63.12317991256714,4,0
63.22403812408447,4,0
63.32313013076782,4,0
63.36316895484924,3,0
63.46404409408569,3,0
63.5640549659729,3,0
63.66487693786621,3,0
63.76401090621948,3,0
63.86500287055969,3,0
63.91403007507324,2,0
64.01405620574951,2,0
64.11404299736023,2,0
64.21500611305237,2,0
64.31400895118713,2,0
64.4140031337738,2,0
64.51413106918335,2,0
64.61375522613525,2,0
64.67317700386047,2,0
64.77313923835754,2,0
64.87343621253967,2,0
64.97329807281494,2,0
65.07337689399719,2,0
65.17300820350647,2,0
65.27462911605835,2,0
65.37313413619995,2,0
65.41275310516357,1,0
65.51376008987427,1,0
65.61405110359192,1,0
65.71675205230713,1,0
65.81374621391296,1,0
65.91375994682312,1,0
66.01376295089722,1,0
66.09339809417725,1,0
66.19376111030579,1,0
66.23275017738342,1,0
66.33351421356201,1,0
66.43451309204102,1,0
66.53412699699402,1,0
66.63366508483887,1,0
66.73355412483215,1,0
66.83650302886963,1,0
66.93363404273987,1,0
67.03463125228882,1,0
67.13500213623047,1,0
67.23488211631775,1,0
67.33400225639343,1,0
67.43413400650024,1,0
67.53425908088684,1,0
67.63438987731934,1,0
67.73450517654419,1,0
67.83488416671753,1,0
67.93367123603821,1,0
68.03368711471558,1,0
68.0735399723053,1,1
68.17438626289368,1,1
68.27349805831909,1,1
68.37392997741699,1,1
68.4740252494812,1,1
68.57650089263916,1,1
68.67404627799988,1,1
68.77414011955261,1,1
68.87400698661804,1,1
68.97387790679932,1,1
69.07398796081543,1,1
69.17475914955139,1,1
69.27388095855713,1,1
69.37400603294373,1,1
69.47388410568237,1,1
69.57379817962646,1,1
69.67400431632996,1,1
69.77388620376587,1,1
69.87587904930115,1,1
69.97475028038025,1,1
70.07401204109192,1,1
70.09463405609131,1,0
70.19576215744019,1,0
70.2536370754242,1,0
70.35387992858887,1,0
70.4544312953949,1,0
70.55463814735413,1,0
70.65428400039673,1,0
70.67300510406494,1,0
70.77625107765198,1,0
70.87487721443176,1,0
70.93362021446228,2,0
71.0346291065216,2,0
71.134516954422,2,0
71.2346260547638,2,0
71.3346300125122,2,0
71.43390727043152,2,0
71.49275612831116,2,1
71.59464311599731,2,1
71.69363617897034,2,1
71.79387998580933,2,1
71.8937840461731,2,1
71.99352812767029,2,1
72.09488606452942,2,1
72.19487714767456,2,1
72.29388403892517,2,1
72.39564323425293,2,1
72.49388217926025,2,1
72.59353804588318,2,1
72.69586706161499,2,1
72.794753074646,2,1
72.89381217956543,2,1
72.99401021003723,2,1
73.09478712081909,2,1
73.19359612464905,2,1
73.29488205909729,2,1
73.39650011062622,2,1
73.49420619010925,2,1
73.59663105010986,2,1
73.69625902175903,2,1
73.7941312789917,2,1
73.89501309394836,2,1
73.99576210975647,2,1
74.09487724304199,2,1
74.19463324546814,2,1
74.29388117790222,2,1
74.39588499069214,2,1
74.49400591850281,2,1
74.59451103210449,2,1
